arm,client,model,bound_class,binding_family,output_class,mean_centered_logit_response
l9,3,Mobilenetv2,1,0,1,1.270807896250579
l9,3,Mobilenetv2,1,0,2,-1.326367808451382
l9,3,Mobilenetv2,1,0,3,0.535740397573982
l9,3,Mobilenetv2,1,0,4,-0.449690646014685
l9,3,Mobilenetv2,1,0,5,2.0780277957308484
l9,3,Mobilenetv2,1,0,6,-1.1470688846964443
l9,3,Mobilenetv2,1,0,7,0.657087011947872
l9,3,Mobilenetv2,1,0,8,-1.5231115939817745
l9,3,Mobilenetv2,1,0,9,1.4321402813830122
l9,3,Mobilenetv2,2,1,0,-0.1241219004172789
l9,3,Mobilenetv2,2,1,1,-0.4814597996546425
l9,3,Mobilenetv2,2,1,2,0.4994649910599923
l9,3,Mobilenetv2,2,1,3,-0.02072350348253206
l9,3,Mobilenetv2,2,1,4,0.22936318588768578
l9,3,Mobilenetv2,2,1,5,-0.2575086489735609
l9,3,Mobilenetv2,2,1,6,0.5729369445899787
l9,3,Mobilenetv2,2,1,7,0.03911574029758045
l9,3,Mobilenetv2,2,1,8,-0.005493715070995267
l9,3,Mobilenetv2,2,1,9,-0.4515732942362262
l9,3,Mobilenetv2,3,2,0,-0.4655364386901798
l9,3,Mobilenetv2,3,2,1,0.25422234179363107
l9,3,Mobilenetv2,3,2,2,-0.40808070225355686
l9,3,Mobilenetv2,3,2,3,0.27645079141722567
l9,3,Mobilenetv2,3,2,4,-0.10702445827958217
l9,3,Mobilenetv2,3,2,5,0.4927971537789212
l9,3,Mobilenetv2,3,2,6,-0.30212099127466674
l9,3,Mobilenetv2,3,2,7,0.3154077189865417
l9,3,Mobilenetv2,3,2,8,-0.39046707363182925
l9,3,Mobilenetv2,3,2,9,0.33435165815349505
l9,3,Mobilenetv2,4,3,0,0.3351012548518506
l9,3,Mobilenetv2,4,3,1,-0.5115780209315528
l9,3,Mobilenetv2,4,3,2,0.05021516643943302
l9,3,Mobilenetv2,4,3,3,-0.15629654838565304
l9,3,Mobilenetv2,4,3,4,0.48869187108420575
l9,3,Mobilenetv2,4,3,5,-0.7438065664831002
l9,3,Mobilenetv2,4,3,6,0.1444630137788807
l9,3,Mobilenetv2,4,3,7,0.11086569054034892
l9,3,Mobilenetv2,4,3,8,0.7050921161519224
l9,3,Mobilenetv2,4,3,9,-0.42274797704633654
l9,3,Mobilenetv2,5,0,0,-1.5275644497420022
l9,3,Mobilenetv2,5,0,1,1.270807896250579
l9,3,Mobilenetv2,5,0,2,-1.326367808451382
l9,3,Mobilenetv2,5,0,3,0.535740397573982
l9,3,Mobilenetv2,5,0,4,-0.449690646014685
l9,3,Mobilenetv2,5,0,5,2.0780277957308484
l9,3,Mobilenetv2,5,0,6,-1.1470688846964443
l9,3,Mobilenetv2,5,0,7,0.657087011947872
l9,3,Mobilenetv2,5,0,8,-1.5231115939817745
l9,3,Mobilenetv2,5,0,9,1.4321402813830122
l9,3,Mobilenetv2,6,1,0,-0.1241219004172789
l9,3,Mobilenetv2,6,1,1,-0.4814597996546425
l9,3,Mobilenetv2,6,1,2,0.4994649910599923
l9,3,Mobilenetv2,6,1,3,-0.02072350348253206
l9,3,Mobilenetv2,6,1,4,0.22936318588768578
l9,3,Mobilenetv2,6,1,5,-0.2575086489735609
l9,3,Mobilenetv2,6,1,6,0.5729369445899787
l9,3,Mobilenetv2,6,1,7,0.03911574029758045
l9,3,Mobilenetv2,6,1,8,-0.005493715070995267
l9,3,Mobilenetv2,6,1,9,-0.4515732942362262
l9,3,Mobilenetv2,7,2,0,-0.4655364386901798
l9,3,Mobilenetv2,7,2,1,0.25422234179363107
l9,3,Mobilenetv2,7,2,2,-0.40808070225355686
l9,3,Mobilenetv2,7,2,3,0.27645079141722567
l9,3,Mobilenetv2,7,2,4,-0.10702445827958217
l9,3,Mobilenetv2,7,2,5,0.4927971537789212
l9,3,Mobilenetv2,7,2,6,-0.30212099127466674
l9,3,Mobilenetv2,7,2,7,0.3154077189865417
l9,3,Mobilenetv2,7,2,8,-0.39046707363182925
l9,3,Mobilenetv2,7,2,9,0.33435165815349505
l9,3,Mobilenetv2,8,3,0,0.3351012548518506
l9,3,Mobilenetv2,8,3,1,-0.5115780209315528
l9,3,Mobilenetv2,8,3,2,0.05021516643943302
l9,3,Mobilenetv2,8,3,3,-0.15629654838565304
l9,3,Mobilenetv2,8,3,4,0.48869187108420575
l9,3,Mobilenetv2,8,3,5,-0.7438065664831002
l9,3,Mobilenetv2,8,3,6,0.1444630137788807
l9,3,Mobilenetv2,8,3,7,0.11086569054034892
l9,3,Mobilenetv2,8,3,8,0.7050921161519224
l9,3,Mobilenetv2,8,3,9,-0.42274797704633654
l9,3,Mobilenetv2,9,0,0,-1.5275644497420022
l9,3,Mobilenetv2,9,0,1,1.270807896250579
l9,3,Mobilenetv2,9,0,2,-1.326367808451382
l9,3,Mobilenetv2,9,0,3,0.535740397573982
l9,3,Mobilenetv2,9,0,4,-0.449690646014685
l9,3,Mobilenetv2,9,0,5,2.0780277957308484
l9,3,Mobilenetv2,9,0,6,-1.1470688846964443
l9,3,Mobilenetv2,9,0,7,0.657087011947872
l9,3,Mobilenetv2,9,0,8,-1.5231115939817745
l9,3,Mobilenetv2,9,0,9,1.4321402813830122
